Outcome	Grade	Gender	Ethnicity	Relig	Age	Work pattern	Loc	Disability	VES1
2	SEO	Male	Not Declared	No religion	40s	Full Time	Sheffield	No	1
2	SEO	Female	Not Declared	No religion	40s	Full Time	Sheffield	Yes	0
2	G7	Female	Not Declared	Not Declared	40s	Full Time	Sheffield	No	0
2	HEO	Female	Not Declared	Not Declared	40s	Full Time	Sheffield	Not Declared	0
2	EO	Male	BME	Christian	40s	Full Time	Sheffield	No	0
2	HEO	Female	Not Declared	Christian	40s	Full Time	Sheffield	No	1
2	G7	Female	Not Declared	Not Declared	40s	Full Time	Sheffield	No	0
2	HEO	Female	White	No religion	40s	Full Time	Other	No	0
2	HEO	Female	BME	Christian	40s	Full Time	Other	No	0
4	EO	Female	Not Declared	Not Declared	50s	Full Time	Other	No	0
4	SEO	Female	Not Declared	Not Declared	50s	Full Time	Other	Not Declared	0
4	SEO	Male	White	Christian	50s	Full Time	Other	No	0
4	G7	Female	Not Declared	Not Declared	50s	Full Time	Other	No	0
4	SEO	Female	Not Declared	Not Declared	50s	Full Time	Other	No	0
4	SEO	Male	Not Declared	Not Declared	50s	Full Time	Other	No	0
4	G7	Female	Not Declared	No religion	50s	Full Time	London	No	0
4	HEO	Female	White	No religion	50s	Part Time	London	No	0
4	EO	Male	White	No religion	50s	Full Time	London	No	0
4	G7	Male	White	No religion	50s	Full Time	London	Not Declared	0
4	G7	Male	Not Declared	Religious (not Christian)	50s	Full Time	London	No	0
4	AO	Male	Not Declared	Christian	50s	Full Time	London	Yes	0
4	AO	Female	White	Christian	50s	Part Time	London	No	0
4	AO	Female	Not Declared	Christian	50s	Full Time	London	No	0
4	AO	Female	BME	Christian	50s	Full Time	London	No	0
4	EO	Female	White	Christian	50s	Full Time	London	No	0
4	EO	Female	BME	Christian	50s	Full Time	London	No	0
4	EO	Female	Not Declared	Christian	50s	Full Time	London	No	0
4	G6	Male	Not Declared	Christian	50s	Full Time	London	No	0
4	G7	Female	White	Christian	50s	Full Time	London	No	0
4	G7	Female	White	Christian	50s	Full Time	London	No	0
4	G7	Female	White	Christian	50s	Full Time	London	No	0
4	G7	Male	Not Declared	Christian	50s	Full Time	London	No	0
4	HEO	Female	White	Christian	50s	Full Time	London	No	0
4	HEO	Male	White	Christian	50s	Full Time	London	No	0
4	SEO	Male	White	Christian	50s	Full Time	London	No	0
4	SEO	Female	White	Christian	50s	Part Time	London	Prefer not to say	0
4	SEO	Male	Not Declared	Christian	50s	Full Time	London	No	0
4	SEO	Female	White	Christian	50s	Full Time	London	No	0
4	SEO	Female	White	Christian	50s	Full Time	London	No	0
4	EO	Female	White	No religion	50s	Full Time	London	No	0
4	G6	Male	White	No religion	50s	Full Time	London	No	0
4	G7	Female	White	No religion	50s	Full Time	London	No	0
4	G7	Male	White	No religion	50s	Full Time	London	No	0
4	G7	Female	BME	No religion	50s	Part Time	London	No	0
4	SEO	Male	Not Declared	No religion	50s	Part Time	London	No	0
4	AO	Female	Not Declared	Not Declared	50s	Full Time	London	No	0
4	AO	Male	Not Declared	Not Declared	50s	Full Time	London	Yes	0
4	EO	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
4	EO	Female	BME	Not Declared	50s	Full Time	London	Not Declared	0
4	G6	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
4	G6	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
4	G6	Male	White	Not Declared	50s	Full Time	London	Not Declared	0
4	G7	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
4	G7	Male	White	Not Declared	50s	Full Time	London	No	0
4	G7	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
4	HEO	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
4	HEO	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
4	HEO	Female	Not Declared	Not Declared	50s	Full Time	London	No	0
4	SEO	Female	Not Declared	Not Declared	50s	Full Time	London	Not Declared	0
4	SEO	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
4	EO	Male	White	Prefer not to say	50s	Full Time	London	No	0
4	HEO	Male	Prefer Not to Say	Prefer not to say	50s	Full Time	London	Prefer not to say	0
4	G6	Female	White	No religion	50s	Part Time	London	No	0
4	G6	Male	White	No religion	50s	Full Time	London	No	0
4	HEO	Male	White	No religion	50s	Full Time	London	No	0
4	HEO	Male	White	No religion	50s	Full Time	London	No	0
4	G7	Male	White	No religion	50s	Full Time	London	No	0
4	AO	Male	Not Declared	Christian	50s	Full Time	London	No	0
4	AO	Female	BME	Christian	50s	Full Time	London	No	0
4	EO	Female	Prefer Not to Say	Christian	50s	Full Time	London	No	0
4	G6	Male	Not Declared	Christian	50s	Full Time	London	No	0
4	G6	Male	White	Christian	50s	Full Time	London	No	0
4	G7	Female	Not Declared	Christian	50s	Full Time	London	No	0
4	G7	Male	White	Christian	50s	Full Time	London	No	0
4	HEO	Male	White	Christian	50s	Full Time	London	No	0
4	EO	Female	White	No religion	50s	Full Time	London	Yes	0
4	G7	Female	White	No religion	50s	Full Time	London	No	0
4	AO	Female	Not Declared	Not Declared	50s	Part Time	London	No	1
4	G6	Female	Not Declared	Not Declared	50s	Full Time	London	No	0
4	G6	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
4	G7	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
4	HEO	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
4	HEO	Male	White	Not Declared	50s	Full Time	London	Not Declared	0
4	SEO	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
4	SEO	Female	Not Declared	Not Declared	50s	Full Time	London	Not Declared	0
4	EO	Female	White	Christian	50s	Full Time	London	No	1
4	HEO	Male	Not Declared	Christian	50s	Full Time	Other	No	0
4	HEO	Male	Not Declared	No religion	50s	Full Time	Other	No	0
4	HEO	Male	Not Declared	Not Declared	50s	Full Time	Other	No	0
4	HEO	Male	White	Not Declared	50s	Full Time	Other	Not Declared	0
4	G6	Male	White	Christian	50s	Full Time	Other	Not Declared	0
4	HEO	Male	White	Christian	50s	Full Time	Other	Not Declared	0
4	EO	Female	Not Declared	Not Declared	50s	Part Time	Other	Not Declared	0
4	HEO	Male	White	Christian	50s	Full Time	Other	Not Declared	0
4	AO	Female	Prefer Not to Say	Prefer not to say	50s	Full Time	Other	Not Declared	0
4	EO	Female	BME	Christian	50s	Full Time	Sheffield	No	0
4	EO	Female	Not Declared	Christian	50s	Full Time	Sheffield	No	1
4	G6	Male	Not Declared	Christian	50s	Full Time	Sheffield	No	0
4	HEO	Female	White	Christian	50s	Full Time	Sheffield	Yes	0
4	HEO	Female	White	Christian	50s	Part Time	Sheffield	No	0
4	SEO	Female	Not Declared	Christian	50s	Part Time	Sheffield	No	0
4	SEO	Female	White	Christian	50s	Full Time	Sheffield	No	0
4	G6	Female	Not Declared	No religion	50s	Full Time	Sheffield	No	0
4	G6	Female	White	No religion	50s	Full Time	Sheffield	No	0
4	G7	Female	White	No religion	50s	Full Time	Sheffield	No	0
4	G7	Female	Not Declared	No religion	50s	Full Time	Sheffield	No	0
4	SEO	Female	White	No religion	50s	Full Time	Sheffield	No	0
4	SEO	Female	Not Declared	No religion	50s	Part Time	Sheffield	Yes	0
4	G6	Female	Not Declared	Not Declared	50s	Full Time	Sheffield	No	0
4	G7	Male	Not Declared	Not Declared	50s	Full Time	Sheffield	No	0
4	SEO	Female	Not Declared	Not Declared	50s	Full Time	Sheffield	Not Declared	0
4	HEO	Female	White	Christian	50s	Full Time	Sheffield	No	0
4	G7	Female	White	Religious (not Christian)	50s	Part Time	Sheffield	No	0
4	EO	Male	Not Declared	Christian	50s	Full Time	Sheffield	No	0
4	SEO	Male	Not Declared	Christian	50s	Full Time	Sheffield	No	0
4	SEO	Female	White	Christian	50s	Full Time	Sheffield	No	0
4	G6	Female	Not Declared	Not Declared	50s	Full Time	Sheffield	Not Declared	0
4	HEO	Female	White	Christian	50s	Full Time	Other	No	0
4	AO	Female	Not Declared	Not Declared	50s	Part Time	Other	No	0
4	AO	Female	White	Christian	50s	Full Time	Other	No	0
4	HEO	Male	White	No religion	50s	Full Time	Other	No	0
4	SEO	Male	White	No religion	50s	Full Time	Other	No	0
4	HEO	Male	White	Christian	50s	Full Time	Other	No	0
4	G7	Male	White	Christian	50s	Full Time	Other	No	0
1	G7	Male	Not Declared	Not Declared	50s	Full Time	Other	No	1
1	HEO	Male	White	Christian	50s	Full Time	Other	No	0
1	SEO	Male	Not Declared	Not Declared	50s	Full Time	Other	No	1
1	G7	Male	White	Prefer not to say	50s	Full Time	Other	No	0
1	HEO	Female	Not Declared	Religious (not Christian)	50s	Full Time	London	No	0
1	EO	Male	White	Christian	50s	Full Time	London	Yes	0
1	EO	Female	BME	Christian	50s	Full Time	London	Prefer not to say	1
1	G6	Male	Not Declared	Christian	50s	Full Time	London	No	0
1	G7	Male	White	Christian	50s	Full Time	London	No	0
1	G7	Male	White	Christian	50s	Full Time	London	Yes	0
1	HEO	Male	White	Christian	50s	Full Time	London	No	1
1	SEO	Female	White	Christian	50s	Full Time	London	No	0
1	G7	Female	BME	Religious (not Christian)	50s	Full Time	London	No	1
1	HEO	Male	BME	Religious (not Christian)	50s	Full Time	London	Yes	1
1	EO	Male	Not Declared	No religion	50s	Full Time	London	No	0
1	G7	Male	Not Declared	No religion	50s	Full Time	London	No	0
1	HEO	Female	White	No religion	50s	Full Time	London	No	0
1	EO	Male	Not Declared	Not Declared	50s	Full Time	London	Yes	1
1	G6	Female	Not Declared	Not Declared	50s	Full Time	London	No	1
1	G6	Female	Not Declared	Not Declared	50s	Part Time	London	No	1
1	G7	Male	White	Not Declared	50s	Full Time	London	No	0
1	G7	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
1	G7	Male	Not Declared	Not Declared	50s	Full Time	London	No	1
1	G7	Female	Not Declared	Not Declared	50s	Part Time	London	No	1
1	HEO	Male	Not Declared	Not Declared	50s	Full Time	London	No	1
1	HEO	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
1	HEO	Female	Not Declared	Not Declared	50s	Full Time	London	No	0
1	SEO	Female	Not Declared	Not Declared	50s	Part Time	London	Yes	1
1	HEO	Female	Prefer Not to Say	Prefer not to say	50s	Full Time	London	No	0
1	G7	Male	White	No religion	50s	Full Time	London	No	1
1	EO	Female	BME	Christian	50s	Full Time	London	Prefer not to say	0
1	EO	Female	Not Declared	Christian	50s	Full Time	London	Yes	0
1	EO	Male	BME	Christian	50s	Full Time	London	Yes	0
1	G6	Female	White	Christian	50s	Full Time	London	Prefer not to say	1
1	G7	Male	White	Christian	50s	Full Time	London	No	1
1	G7	Male	White	Christian	50s	Full Time	London	No	0
1	G7	Male	Not Declared	Christian	50s	Full Time	London	No	0
1	G7	Male	BME	Christian	50s	Full Time	London	Yes	0
1	G7	Female	White	Christian	50s	Full Time	London	No	0
1	HEO	Male	Not Declared	Christian	50s	Full Time	London	No	1
1	HEO	Female	BME	Christian	50s	Full Time	London	No	0
1	SEO	Male	BME	Christian	50s	Full Time	London	No	0
1	SEO	Female	White	Christian	50s	Full Time	London	Yes	1
1	G7	Male	White	No religion	50s	Full Time	London	No	1
1	SEO	Male	Not Declared	No religion	50s	Full Time	London	Yes	1
1	AO	Male	Not Declared	Not Declared	50s	Full Time	London	Yes	1
1	G6	Female	Not Declared	Not Declared	50s	Full Time	London	No	0
1	G6	Female	Not Declared	Not Declared	50s	Part Time	London	No	1
1	G6	Male	Not Declared	Not Declared	50s	Full Time	London	No	1
1	G6	Male	Not Declared	Not Declared	50s	Full Time	London	No	1
1	G6	Male	White	Not Declared	50s	Full Time	London	No	1
1	G7	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
1	HEO	Male	BME	Not Declared	50s	Full Time	London	No	0
1	HEO	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
1	HEO	Male	Not Declared	Not Declared	50s	Full Time	London	Yes	1
1	G7	Male	Not Declared	Prefer not to say	50s	Full Time	London	No	0
1	SEO	Male	White	Prefer not to say	50s	Full Time	London	No	1
1	G7	Male	Not Declared	Not Declared	50s	Full Time	Other	No	0
1	EO	Female	White	Christian	50s	Full Time	Sheffield	No	0
1	G7	Male	White	Christian	50s	Full Time	Sheffield	No	1
1	G7	Female	White	Christian	50s	Full Time	Sheffield	No	1
1	G7	Male	White	Christian	50s	Full Time	Sheffield	No	0
1	HEO	Female	White	Christian	50s	Full Time	Sheffield	Yes	0
1	G7	Female	Prefer Not to Say	Prefer not to say	50s	Full Time	Sheffield	No	0
1	G6	Female	Not Declared	Christian	50s	Full Time	Sheffield	No	1
1	G7	Female	White	Christian	50s	Full Time	Sheffield	No	0
1	G7	Male	Not Declared	Christian	50s	Part Time	Sheffield	No	1
1	HEO	Male	White	Christian	50s	Full Time	Sheffield	No	0
1	HEO	Female	Not Declared	Christian	50s	Full Time	Sheffield	No	1
1	G7	Male	Not Declared	No religion	50s	Full Time	Sheffield	No	1
1	HEO	Male	Not Declared	Not Declared	50s	Full Time	Sheffield	No	0
1	SEO	Male	Prefer Not to Say	Prefer not to say	50s	Full Time	Sheffield	No	0
1	EO	Male	White	Christian	50s	Full Time	Sheffield	Not Declared	1
1	SEO	Male	Not Declared	Not Declared	50s	Full Time	Other	Not Declared	0
1	HEO	Male	White	Not Declared	50s	Full Time	Other	Not Declared	0
3	G7	Female	White	No religion	50s	Full Time	Other	No	0
3	G7	Female	Not Declared	Not Declared	50s	Full Time	Other	No	0
3	SEO	Female	Not Declared	Not Declared	50s	Full Time	Other	No	0
3	G6	Female	White	Prefer not to say	50s	Part Time	Other	No	0
3	SEO	Male	BME	Prefer not to say	50s	Part Time	Other	No	0
3	HEO	Female	White	No religion	50s	Full Time	Other	No	0
3	G6	Male	Not Declared	Not Declared	50s	Part Time	Other	No	0
3	G7	Male	Not Declared	Not Declared	50s	Full Time	Other	No	0
3	G6	Female	White	Christian	50s	Full Time	Other	No	0
3	G7	Male	Not Declared	Not Declared	50s	Full Time	Other	No	0
3	G7	Male	White	No religion	50s	Full Time	Other	No	0
3	G7	Female	White	Christian	50s	Part Time	Other	No	1
3	HEO	Male	White	Christian	50s	Full Time	Other	No	0
3	AO	Female	Not Declared	Not Declared	50s	Part Time	Other	No	0
3	AO	Female	Not Declared	Not Declared	50s	Full Time	Other	No	0
3	EO	Female	Not Declared	Not Declared	50s	Full Time	Other	No	0
3	EO	Female	Not Declared	Not Declared	50s	Part Time	Other	No	0
3	EO	Male	Not Declared	Not Declared	50s	Full Time	Other	No	0
3	EO	Female	Not Declared	No religion	50s	Full Time	Other	No	0
3	HEO	Male	Not Declared	Not Declared	50s	Full Time	Other	No	0
3	HEO	Female	White	Prefer not to say	50s	Full Time	Other	No	0
3	EO	Male	Not Declared	No religion	50s	Full Time	Other	Prefer not to say	1
3	G7	Female	Not Declared	Not Declared	50s	Full Time	Other	No	0
3	EO	Female	White	Christian	50s	Full Time	Other	Not Declared	0
3	G7	Male	Not Declared	Not Declared	50s	Full Time	Other	No	1
3	SEO	Male	White	Christian	50s	Full Time	Other	No	0
3	G7	Female	White	Not Declared	50s	Full Time	Other	No	0
3	EO	Female	White	No religion	50s	Full Time	London	No	1
3	G6	Male	White	No religion	50s	Part Time	London	No	0
3	G7	Male	White	No religion	50s	Full Time	London	No	0
3	G7	Male	White	No religion	50s	Full Time	London	Prefer not to say	0
3	EO	Male	White	Religious (not Christian)	50s	Full Time	London	No	0
3	G6	Female	Prefer Not to Say	No religion	50s	Part Time	London	No	0
3	G6	Female	White	No religion	50s	Full Time	London	No	0
3	G7	Male	White	No religion	50s	Full Time	London	No	0
3	SEO	Male	White	No religion	50s	Full Time	London	No	0
3	SEO	Male	White	No religion	50s	Full Time	London	No	0
3	SEO	Female	White	No religion	50s	Full Time	London	No	0
3	G7	Female	White	Religious (not Christian)	50s	Full Time	London	Not Declared	0
3	AO	Female	BME	Christian	50s	Full Time	London	No	0
3	AO	Male	Not Declared	Christian	50s	Full Time	London	No	0
3	EO	Female	BME	Christian	50s	Full Time	London	Prefer not to say	0
3	EO	Female	White	Christian	50s	Full Time	London	No	0
3	EO	Male	Prefer Not to Say	Christian	50s	Full Time	London	Yes	0
3	EO	Male	Prefer Not to Say	Christian	50s	Full Time	London	Yes	0
3	EO	Female	Not Declared	Christian	50s	Full Time	London	No	0
3	EO	Female	Not Declared	Christian	50s	Full Time	London	No	0
3	EO	Male	White	Christian	50s	Part Time	London	No	0
3	G6	Female	White	Christian	50s	Part Time	London	No	1
3	G6	Male	White	Christian	50s	Full Time	London	No	0
3	G6	Female	White	Christian	50s	Part Time	London	No	0
3	G7	Female	White	Christian	50s	Part Time	London	No	0
3	G7	Female	White	Christian	50s	Part Time	London	No	0
3	G7	Female	White	Christian	50s	Part Time	London	No	0
3	G7	Male	White	Christian	50s	Full Time	London	No	0
3	G7	Male	Not Declared	Christian	50s	Full Time	London	No	0
3	G7	Female	BME	Christian	50s	Full Time	London	No	0
3	G7	Male	Not Declared	Christian	50s	Full Time	London	No	0
3	G7	Female	Not Declared	Christian	50s	Part Time	London	No	0
3	G7	Female	White	Christian	50s	Full Time	London	Yes	0
3	G7	Female	White	Christian	50s	Full Time	London	No	0
3	G7	Female	White	Christian	50s	Part Time	London	No	1
3	G7	Female	White	Christian	50s	Full Time	London	No	0
3	HEO	Male	Not Declared	Christian	50s	Full Time	London	No	0
3	HEO	Female	BME	Christian	50s	Full Time	London	No	0
3	HEO	Female	White	Christian	50s	Full Time	London	No	0
3	HEO	Female	White	Christian	50s	Full Time	London	Not Declared	0
3	HEO	Male	White	Christian	50s	Full Time	London	No	0
3	HEO	Female	Not Declared	Christian	50s	Full Time	London	No	0
3	HEO	Female	Not Declared	Christian	50s	Part Time	London	Not Declared	0
3	HEO	Male	Not Declared	Christian	50s	Full Time	London	No	0
3	HEO	Male	Not Declared	Christian	50s	Full Time	London	Yes	0
3	HEO	Male	White	Christian	50s	Full Time	London	No	0
3	SEO	Female	BME	Christian	50s	Full Time	London	Not Declared	0
3	SEO	Male	Not Declared	Christian	50s	Full Time	London	No	0
3	SEO	Male	White	Christian	50s	Full Time	London	No	0
3	SEO	Female	BME	Christian	50s	Full Time	London	No	0
3	SEO	Male	White	Christian	50s	Full Time	London	No	0
3	SEO	Male	White	Christian	50s	Full Time	London	Prefer not to say	1
3	SEO	Male	White	Christian	50s	Full Time	London	Yes	0
3	EO	Female	White	Christian	50s	Full Time	London	No	0
3	G6	Female	White	Christian	50s	Part Time	London	No	0
3	HEO	Female	White	Christian	50s	Full Time	London	No	0
3	SEO	Female	White	Christian	50s	Full Time	London	No	0
3	AO	Female	BME	Religious (not Christian)	50s	Full Time	London	No	0
3	EO	Female	Not Declared	Religious (not Christian)	50s	Full Time	London	Yes	0
3	G6	Female	BME	Religious (not Christian)	50s	Part Time	London	No	1
3	HEO	Female	BME	Religious (not Christian)	50s	Full Time	London	No	0
3	HEO	Female	BME	Religious (not Christian)	50s	Full Time	London	No	1
3	HEO	Female	BME	Religious (not Christian)	50s	Full Time	London	No	1
3	SEO	Male	BME	Religious (not Christian)	50s	Full Time	London	No	0
3	SEO	Male	BME	Religious (not Christian)	50s	Full Time	London	No	0
3	G7	Female	Not Declared	Religious (not Christian)	50s	Full Time	London	Yes	0
3	G7	Female	BME	Religious (not Christian)	50s	Part Time	London	No	0
3	HEO	Female	BME	Religious (not Christian)	50s	Part Time	London	Yes	0
3	SEO	Male	BME	Religious (not Christian)	50s	Full Time	London	No	0
3	G6	Male	Not Declared	No religion	50s	Full Time	London	No	0
3	G6	Male	White	No religion	50s	Full Time	London	No	0
3	G6	Male	White	No religion	50s	Full Time	London	No	0
3	G6	Male	White	No religion	50s	Full Time	London	No	0
3	G7	Male	Not Declared	No religion	50s	Full Time	London	Not Declared	0
3	G7	Female	White	No religion	50s	Full Time	London	Yes	0
3	G7	Male	Not Declared	No religion	50s	Full Time	London	No	0
3	HEO	Male	Not Declared	No religion	50s	Full Time	London	No	0
3	HEO	Male	White	No religion	50s	Full Time	London	No	0
3	HEO	Male	White	No religion	50s	Full Time	London	No	0
3	HEO	Female	White	No religion	50s	Full Time	London	Yes	1
3	HEO	Male	White	No religion	50s	Full Time	London	No	0
3	AO	Female	Prefer Not to Say	Not Declared	50s	Full Time	London	No	0
3	AO	Female	Not Declared	Not Declared	50s	Full Time	London	No	0
3	AO	Female	Not Declared	Not Declared	50s	Full Time	London	No	0
3	AO	Male	Not Declared	Not Declared	50s	Full Time	London	Yes	0
3	AO	Female	Not Declared	Not Declared	50s	Full Time	London	No	0
3	AO	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
3	EO	Female	Not Declared	Not Declared	50s	Full Time	London	No	1
3	EO	Female	Not Declared	Not Declared	50s	Full Time	London	No	0
3	EO	Female	Not Declared	Not Declared	50s	Full Time	London	No	1
3	EO	Female	Not Declared	Not Declared	50s	Full Time	London	No	0
3	EO	Female	White	Not Declared	50s	Full Time	London	No	0
3	EO	Female	Not Declared	Not Declared	50s	Full Time	London	No	0
3	EO	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
3	EO	Female	White	Not Declared	50s	Full Time	London	Not Declared	0
3	EO	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
3	G6	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
3	G6	Female	Not Declared	Not Declared	50s	Full Time	London	No	0
3	G6	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
3	G6	Female	White	Not Declared	50s	Part Time	London	Not Declared	0
3	G6	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
3	G6	Female	Not Declared	Not Declared	50s	Part Time	London	No	0
3	G6	Female	Not Declared	Not Declared	50s	Full Time	London	No	0
3	G7	Female	Not Declared	Not Declared	50s	Full Time	London	No	0
3	G7	Female	Not Declared	Not Declared	50s	Full Time	London	No	0
3	G7	Male	Not Declared	Not Declared	50s	Full Time	London	Yes	0
3	G7	Female	Not Declared	Not Declared	50s	Full Time	London	No	0
3	G7	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
3	G7	Female	Not Declared	Not Declared	50s	Part Time	London	Yes	1
3	G7	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
3	G7	Female	Not Declared	Not Declared	50s	Full Time	London	No	0
3	G7	Male	Not Declared	Not Declared	50s	Full Time	London	Yes	0
3	G7	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
3	G7	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
3	G7	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
3	G7	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
3	G7	Male	Not Declared	Not Declared	50s	Full Time	London	Not Declared	0
3	G7	Female	Not Declared	Not Declared	50s	Full Time	London	No	0
3	HEO	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
3	HEO	Female	Not Declared	Not Declared	50s	Full Time	London	Yes	0
3	HEO	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
3	HEO	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
3	HEO	Female	Not Declared	Not Declared	50s	Full Time	London	No	0
3	HEO	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
3	HEO	Female	Not Declared	Not Declared	50s	Full Time	London	No	0
3	HEO	Female	Not Declared	Not Declared	50s	Full Time	London	Yes	0
3	HEO	Male	BME	Not Declared	50s	Full Time	London	No	0
3	SEO	Male	Not Declared	Not Declared	50s	Full Time	London	No	1
3	SEO	Female	Not Declared	Not Declared	50s	Part Time	London	No	0
3	SEO	Female	Not Declared	Not Declared	50s	Full Time	London	Not Declared	0
3	SEO	Female	White	Not Declared	50s	Full Time	London	No	0
3	SEO	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
3	SEO	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
3	SEO	Male	Not Declared	Not Declared	50s	Full Time	London	No	0
3	SEO	Female	Not Declared	Not Declared	50s	Full Time	London	Not Declared	0
3	SEO	Female	Not Declared	Not Declared	50s	Part Time	London	Not Declared	0
3	AO	Female	BME	Prefer not to say	50s	Full Time	London	No	0
3	G7	Male	Not Declared	Prefer not to say	50s	Full Time	London	Prefer not to say	0
3	G7	Male	White	Prefer not to say	50s	Full Time	London	No	0
3	G7	Male	White	Prefer not to say	50s	Full Time	London	No	0
3	G7	Female	Prefer Not to Say	Prefer not to say	50s	Full Time	London	Yes	0
3	HEO	Male	White	Prefer not to say	50s	Full Time	London	No	0
3	HEO	Female	White	Prefer not to say	50s	Full Time	London	No	0
3	SEO	Female	White	Prefer not to say	50s	Full Time	London	No	0
3	SEO	Female	White	Prefer not to say	50s	Part Time	London	Yes	0
3	AO	Male	Not Declared	Christian	50s	Full Time	London	No	0
3	HEO	Male	BME	Christian	50s	Full Time	London	Yes	0
3	SEO	Male	White	Christian	50s	Full Time	London	No	1
3	G6	Male	White	No religion	50s	Full Time	London	No	0
3	G7	Female	White	No religion	50s	Full Time	London	No	0
3	SEO	Male	White	No religion	50s	Full Time	London	No	0
3	SEO	Male	White	No religion	50s	Full Time	London	No	1
3	SEO	Female	BME	Religious (not Christian)	50s	Full Time	London	No	0
3	AO	Male	White	No religion	50s	Full Time	London	Not Declared	0
3	EO	Male	White	No religion	50s	Full Time	London	No	0
3	G6	Male	Not Declared	No religion	50s	Full Time	London	No	0
3	SEO	Male	White	No religion	50s	Full Time	London	No	1
3	SEO	Female	White	No religion	50s	Full Time	London	No	0
3	AO	Male	White	Christian	50s	Full Time	London	No	0
3	AO	Male	Not Declared	Christian	50s	Full Time	London	No	1
3	EO	Female	Not Declared	Christian	50s	Full Time	London	No	1
3	EO	Female	Not Declared	Christian	50s	Full Time	London	No	0
3	EO	Female	Not Declared	Christian	50s	Part Time	London	No	0
3	EO	Female	BME	Christian	50s	Full Time	London	No	0
3	EO	Female	Not Declared	Christian	50s	Full Time	London	Yes	0
3	EO	Female	White	Christian	50s	Full Time	London	No	0
3	G6	Male	Not Declared	Christian	50s	Full Time	London	No	0
3	G6	Female	White	Christian	50s	Full Time	London	No	1
3	G6	Female	White	Christian	50s	Part Time	London	No	0
3	G7	Male	White	Christian	50s	Full Time	London	No	0
3	G7	Male	White	Christian	50s	Full Time	London	No	1
3	G7	Female	White	Christian	50s	Part Time	London	No	0
3	G7	Male	White	Christian	50s	Full Time	London	No	0
3	G7	Male	White	Christian	50s	Full Time	London	Yes	0
3	G7	Male	White	Christian	50s	Full Time	London	No	0
3	G7	Female	White	Christian	50s	Part Time	London	No	0
3	G7	Female	White	Christian	50s	Full Time	London	No	0
3	HEO	Male	BME	Christian	50s	Full Time	London	No	0
3	HEO	Female	Not Declared	Christian	50s	Part Time	London	No	1
3	HEO	Female	White	Christian	50s	Full Time	London	Prefer not to say	1
3	HEO	Female	BME	Christian	50s	Full Time	London	No	0
3	SEO	Female	BME	Christian	50s	Full Time	London	No	0
3	SEO	Male	White	Christian	50s	Full Time	London	Not Declared	0
3	SEO	Female	White	Christian	50s	Full Time	London	No	0
3	SEO	Male	White	Christian	50s	Full Time	London	No	0
3	AO	Female	BME	Religious (not Christian)	50s	Part Time	London	No	0
3	HEO	Female	BME	Religious (not Christian)	50s	Full Time	London	No	0
3	EO	Female	BME	Religious (not Christian)	50s	Part Time	London	No	0
3	EO	Male	Prefer Not to Say	Religious (not Christian)	50s	Full Time	London	No	0
3	EO	Male	White	No religion	50s	Full Time	London	No	0
3	G6	Female	Not Declared	No religion	50s	Full Time	London	No	0
3	G6	Male	White	No religion	50s	Full Time	London	No	0
3	G6	Male	Not Declared	No religion	50s	Full Time	London	No	0
3	G6	Female	White	No religion	50s	Full Time	London	No	0
3	G6	Male	White	No religion	50s	Full Time	London	Not Declared	0
3	G6	Male	White	No religion	50s	Full Time	London	No	0
3	G7	Female	White	No religion	50s	Full Time	London	No	0
3	G7	Female	White	No religion	50s	Full Time	London	No	0
